가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크,address,tel,menu1,price,menu2,price2,menu3,price3,menu4,price4
카타코토카페,0.279,0.148,0.136,0.026,0.057,0.017,0.09,0.112,0.136,3763766,서울 마포구 동교로 148-6 지층 일부,02-3141-5151,Osaka Curry,"9,000원",,,,,,
당인동국수공장,0.35,0.138,0.131,0.047,0.109,0,0.078,0.103,0.044,156963515,서울 마포구 와우산로3길 48-3 당인동국수공장,0507-1368-3007,당인냉면,"11,000원",들기름메밀면,"11,000원",비빔메밀면,"11,000원",당인온면,"12,000원"
홍대프로간장새우,0.324,0.235,0,0.108,0.206,0.098,0,0,0.029,3500393,서울 마포구 독막로 51,0507-1417-3585,,,,,,,,
합정옥,0.413,0.125,0.1,0.068,0.125,0.041,0.039,0,0.088,3743438,서울 마포구 양화로1길 21 2층,02-322-4822,수육무침,"27,000원",육회,"27,000원",궁중전,"22,000원",특속대국,"12,000원"
코테츠,0.376,0.137,0.129,0.031,0.074,0.05,0.124,0.043,0.037,5521721,서울 마포구 독막로3길 28-17 1층 102호,02-337-1121,오코노미야끼,"13,000원","오무야끼소바,우동","13,000원",모단야끼,"17,000원",,
카쿠시타,0.382,0.123,0.172,0.027,0.091,0.045,0.083,0.05,0.027,133130527,서울 마포구 동교로38길 33-15,070-4187-8787,명란크림우동,"15,000원",연남카츠,"14,000원",연남세트 (연남카츠 + 페파토리 + 유린기 샐러드 ( 2인 SET ),"32,000원",모츠나베,"34,000원"
로봇김밥 합정점,0.3,0.089,0.059,0.066,0.137,0.109,0.031,0,0.209,4490693,서울 마포구 월드컵로3길 14,02-336-7743,매콤제육포레스트,"4,700원",연어크림치즈포레스트,"6,700원",연어크림치즈김밥,"6,500원",닭가슴살포레스트,"4,300원"
홍쌤떡볶이 연남점,0.381,0.143,0.022,0.036,0.06,0.187,0.076,0.007,0.087,164444836,서울 마포구 연남로5길 36,0507-1403-6942,옛날떡볶이,"3,500원",찰순대,"4,000원",튀김3개,"2,000원",오뎅3개,"2,000원"
심양 홍대점,0.456,0.189,0.071,0.036,0.053,0.101,0.059,0.036,0,2067207,서울 마포구 독막로9길 43 1층,02-324-9212,데리야끼 양꼬치,"14,000원",꿔바로우,"18,000원",양고급갈비,"25,000원",오리지널 양꼬치,"14,000원"
니뽕내뽕 홍대점,0.459,0.107,0.062,0.046,0.046,0.116,0.092,0.011,0.061,3409950,서울 마포구 양화로18안길 8,02-322-1908,마라볶음밥,"11,900원",쫄뽕,"9,500원",마라크뽕,"12,900원",콘치즈크뽕,"11,900원"
쿠시무라,0.373,0.133,0.205,0,0.133,0.036,0,0.06,0.06,3247319,서울 마포구 와우산로3길 13,0507-1384-2650,닭꼬치류,"3,500~5,500",,,,,,
서교주담 합정,0.364,0.114,0.179,0.104,0,0.044,0,0.195,0,192775556,서울 마포구 어울마당로5길 46 1층 서교주담 합정,010-5656-9309,담도리탕,"26,000원",수육튀김,"26,000원",감태한우육회,"28,000원",라구크림떡볶이,"17,000원"
배떡 홍대2호점,0.519,0.148,0.037,0,0.074,0.148,0.037,0,0.037,101464524,서울 마포구 와우산로 108 102호,0507-1325-2397,로제떡볶이 1~2인분,"9,000원",,,,,,
리치즈하우스,0.25,0.191,0.058,0.142,0.162,0,0.025,0.112,0.06,148749337,서울 마포구 토정로3길 17 1층,070-8648-2377,Bacon Cheese Burger,"9,800원",Philly Cheese Steak,"11,000원",chili Cheese Fries,"11,000원",Hot Wings 10pcs,"11,000원"
망원동분식,0.359,0.16,0,0.092,0.061,0.107,0.092,0.008,0.122,106562480,서울 마포구 희우정로 77 상가동 113호 망원동분식,02-6080-4646,망원김밥,"3,500원",치즈김밥,"4,000원",참치김밥,"4,000원",고추김밥,"4,000원"
돈조세,0.391,0.087,0.024,0.02,0.047,0.364,0.059,0,0.008,1994282,서울 마포구 동교로 254,0507-1425-1996,삼겹살 170g,"7,500원",돈겹살 170g,"9,500원",김치.된장찌개,"2,500원",물냉.비냉,"4,500원"
감성타코 합정점,0.461,0.135,0.123,0.077,0,0,0.09,0.115,0,62531180,서울 마포구 월드컵로3길 14 지하1층,02-332-8836,,,,,,,,
이쪽,0.312,0.207,0.031,0.12,0.118,0.113,0.055,0.024,0.019,170448551,서울 마포구 독막로3길 20 지하 1층,0507-1416-5467,삽겹살,"13,000원",목살,"13,000원",항정살,"18,000원",돼지양념구이 정식,"10,000원"
다독이네 숯불구이 홍대합정점,0.263,0.237,0.064,0.141,0.142,0.153,0,0,0,164879847,서울 마포구 독막로3길 28 1층 다독이네 숯불구이 홍대합정점,0507-1392-9302,뼈삼겹갈비(200g),"15,000원",소갈비살(150g),"17,000원",생삼겹살(200g),"16,000원",양념돼지갈비(250g),"13,000원"
감나무집기사식당,0.454,0.082,0,0,0.052,0.134,0.132,0,0.147,1298510,서울 마포구 연남로 25,02-325-8727,돼지불고기,"11,000원",두부찌게,"10,000원",닭볶음탕,"11,000원",고등어김치조림,"11,000원"
정육도,0.375,0.16,0.085,0.083,0.094,0.066,0.06,0.078,0,168039109,서울 마포구 양화로6길 14 2층 정육도,0507-1383-6607,한우1등급 등심,"36,000원",한우1등급 차돌,"28,000원",한우 육회,"22,000원",우대갈비세트,"65,000원"
동교김밥,0.263,0.112,0.02,0.093,0.084,0.123,0.071,0.012,0.222,147272118,서울 마포구 신촌로 24,02-332-3338,불오징어김밥,"5,500원",치즈떡라볶이,"8,000원",수제등심돈까스,"9,500원",제육덮밥,"9,000원"
정통집 홍대점,0.419,0.152,0.076,0.053,0.102,0.096,0.102,0,0,149798192,서울 마포구 와우산로19길 27,0507-1306-8905,돼지김치구이 (소),"25,000원",돼지김치구이 (중),"30,000원",돼지김치구이 (대),"35,000원",꽃껍데기,"9,000원"
연남동 베르데,0.374,0.147,0.133,0.052,0.094,0.047,0.071,0.083,0,195131495,서울 마포구 동교로 262-6 1층,0507-1305-7564,스페셜파히타 데킬라립,"45,000원",베르데스페셜 치미창가,"18,000원",베르데 파히타,"37,000원",베르데 쉬림프 퀘사디아,"16,000원"
나카지마 토라에몽,0.277,0.152,0.143,0.036,0.098,0.071,0.143,0.054,0.027,147967987,서울 마포구 성미산로29길 40-18 나카지마 토라에몽,0507-1481-7749,런치 오마카세,"65,000원",디너 오마카세,"100,000원",,,,
수부니흐,0.308,0.141,0.192,0.079,0.087,0.06,0.02,0.114,0,13508082,서울 마포구 동교로38길 35,02-335-7472,비프웰링턴 200g,"39,000원",비프웰링턴 400g,"65,000원",트러플 화이트라구,"24,000원",라따뚜이와 부라타치즈,"15,000원"
돌황소곱창,0.379,0.205,0.064,0.052,0.138,0.067,0.094,0,0,1877220,서울 마포구 월드컵로3길 31-32,02-713-9903,곱창 200g,"24,000원",모듬 200g,"23,000원",대창 200g,"24,000원",막창 200g,"24,000원"
램랜드,0.502,0.224,0.152,0,0.076,0,0.046,0,0,1147644,서울 마포구 토정로 255,02-704-0223,삼각갈비(200g),"28,000원",수육(200g),"28,000원",전골 1인,"15,000원",,
생선구이전문점,0.4,0.152,0.024,0.021,0.107,0.145,0.093,0.003,0.055,1879329,서울 마포구 성지1길 12,02-336-4872,모듬구이,"11,000원",고등어구이,"12,000원",삼치구이,"12,000원",갈치구이,"12,000원"
남자식탁,0.404,0.229,0.157,0.09,0,0.078,0,0.042,0,46889881,서울 마포구 월드컵로3길 31-8 1층 남자식탁,0507-1324-3035,연어&아보카도 사시미,"32,000원",연어+우니+아보카도 삼합,"42,000원",우보카도(우니+아보카도),"35,000원",버터바지락술찜,"24,000원"
필참치,0.327,0.177,0.032,0.052,0.19,0.141,0.056,0,0.024,3764916,서울 마포구 양화로6길 54,02-3142-3700,특스페셜 무한리필,"45,000원",실장스페셜 무한리필,"65,000원",참치스페셜 무한리필,"38,000원",필스페셜 무한리필,"85,000원"
육성숙,0.365,0.234,0.056,0.176,0,0,0.06,0.11,0,183264498,서울 마포구 어울마당로 56 2층,0507-1344-3118,직화 초벌 모듬한판(교차숙성),"71,000원",직화 초벌 목삼세트(500g),"44,000원",직화 초벌 특목살(300g),"30,900원",직화초벌 통삼겹살(300g),"30,900원"
써브웨이 합정역메세나폴리스점,0.32,0.125,0.025,0.05,0.188,0.086,0.035,0,0.171,105016506,"서울 마포구 양화로 45 213, 214호  메세나폴리스",0507-1316-9890,New 쉬림프,"7,600원",New 스파이시 쉬림프,"7,900원",에그마요,"5,500원",이탈리안 비엠티,"6,700원"
송이네,0.45,0.146,0.062,0.019,0.06,0.134,0.053,0,0.076,141597656,서울 마포구 포은로8길 21,0507-1424-2876,알찬야채김밥,"3,500원",오징어튀김김밥,"5,500원",대파된장김밥,"4,500원",왕오징어 1개,"1,500원"
합정생고기김치찌개,0.375,0.117,0.027,0.045,0.079,0.175,0.117,0,0.065,3594038,서울 마포구 독막로 49,02-334-8895,생고기김치찌개,"9,000원",제육볶음,"9,000원",돼지불백,"9,000원",오징어볶음,"9,000원"
단단,0.46,0.196,0.153,0,0,0.143,0,0.048,0,3568942,서울 마포구 동교로 266-5,070-8824-2298,명란오믈렛,"12,000원",,,,,,
화설 연남점,0.263,0.17,0.102,0.136,0.089,0.084,0.076,0.08,0,130345145,서울 마포구 성미산로 188 1층,0507-1340-2134,화설모둠,"25,000원",한우 육회,"23,000원",화설꽃살,"27,000원",화설등심,"26,000원"
백화연남,0.339,0.125,0.096,0.105,0.08,0.044,0.049,0.051,0.111,192429310,서울 마포구 성미산로 190-3 지층,0507-1425-6970,백화로스카츠(등심),"15,900원",백화히레카츠(안심),"15,900원",연어반대창반,"14,000원",사케동(연어덮밥),"14,000원"
봉화,0.35,0.175,0.1,0.058,0.083,0.083,0.058,0.092,0,3864234,서울 마포구 동교로38안길 16 1층,02-6404-1331,멸치회무침,"25,000원",고기빈대떡,"16,000원",해물빈대떡,"16,000원",고기파전,"18,000원"
육지,0.3,0.169,0.13,0.107,0.116,0.06,0.051,0.067,0,128777554,서울 마포구 독막로3길 34,0507-1379-3905,돈대갈비 160g,"18,000원",이불갈비 180g,"16,000원",삼겹살 160g,"16,000원",목살 160g,"16,000원"
잇텐고,0.325,0.129,0.193,0.037,0.059,0.054,0.022,0.054,0.128,3826284,서울 마포구 포은로 11,0507-1405-7715,미도리카메,"11,000원",키츠네,"7,000원",키요마사,"8,500원",토마토 쯔케모노,"3,500원"
그믐족발 연남점,0.306,0.16,0.212,0.07,0.052,0.029,0.137,0.034,0,136209284,서울 마포구 동교로46길 10 지층 그믐족발,02-332-6577,꽈리튀김족발,"37,000원",앞다리,"35,000원",뒷다리,"31,000원",매우면,"6,000원"
서변동 마늘 떡볶이,0.258,0.165,0.072,0.093,0.093,0.165,0.144,0.01,0,198700113,서울 서대문구 연희로2길 14 (1층),0507-1395-8494,,,,,,,,
포가레 연남본점,0.284,0.121,0.12,0.032,0.1,0.124,0.17,0.049,0,143671171,서울 마포구 동교로 227-7 2층,0507-1352-4511,곱창쌀국수,"14,000원",반세오,"12,000원",직화소고기쌀국수,"14,000원",닭쌀국수,"14,000원"
비스트로가마,0.319,0.208,0.153,0.065,0.111,0.036,0,0.107,0,165395523,서울 마포구 동교로38안길 10 1층,02-336-0963,*예약 티본스테이크 100g당,"13,000원",푸타네스카 파스타,"18,000원",구운 가지와 오리 베이컨,"14,000원",살치살 스테이크 250g,"42,000원"
회의,0.298,0.187,0.184,0.138,0.098,0,0,0.095,0,147169510,서울 마포구 동교로38길 13 1.5층,0507-1442-2883,회의 모리아와세/ 11종 이상 숙성회,"30,000~85,000",성게알과 단새우,"45,000원",우니 단새우 비스큐 파스타,"31,000원",제철 생선구이와 다마네기 크림 파스타,"21,000원"
오레타치카레,0.215,0.161,0.065,0.128,0.069,0.063,0.033,0.071,0.195,151805951,서울 마포구 홍익로6길 83 1층,0507-1389-0742,비프샤브카레,"10,900원",부타니코미 카레,"12,900원",토리니코미(닭고기조림)카레,"11,900원",카레우동,"9,900원"
합정광안리 2호점,0.34,0.136,0.078,0.019,0.223,0.068,0.117,0.019,0,115286649,서울 마포구 독막로3길 50 합정광안리 2호점,0507-1335-7367,광안 숙성회,"50,000원",대방어회,"55,000원",육반연반,"30,000원",생연어회,"30,000원"
주무대,0.494,0.169,0.195,0.078,0,0.065,0,0,0,25895509,서울 마포구 와우산로3길 32,0507-1440-1221,뭉티기모듬,"48,000원",뭉티기,"40,000원",육회,"38,000원",육전,"19,000원"
텟판타마고,0.402,0.135,0.143,0.041,0.086,0.056,0.034,0.068,0.034,3794380,서울 마포구 잔다리로6길 34-12,02-322-1910,에다마메,"4,000원",돼지고기 오코노미야키,"7,500원",스페샬 오코노미야키,"12,000원",대창 야키소바,"14,000원"
전주상회,0.343,0.183,0.136,0.1,0,0.044,0,0.193,0,123174526,서울 마포구 성미산로 195 106호,0507-1397-9777,제주도 흑돼지 수육,"32,000원",제주도 흑돼지 김치찜,"34,000원",흑돼지 등심 탕수육,"24,000원",한우 육사시미,"32,000원"
카와카츠 본점,0.276,0.142,0.084,0.077,0.132,0.031,0.087,0.031,0.139,192430690,서울 마포구 동교로 126 1층 102호,0507-1415-2064,카와 로스카츠 정식,"14,000원",카와 히레카츠 정식,"15,000원",카와특로스카츠 정식,"17,000원",카와모둠카츠정식,"17,000원"
정가네정육식당,0.38,0.213,0.12,0,0.148,0.065,0.056,0.009,0.009,1877919,서울 마포구 독막로12길 5,02-336-2999,통항정살200g,"18,000원",생삼겹살 200g,"15,000원",소금구이200g,"15,000원",꼬들살,"15,000원"
거북이의 꿈,0.277,0.154,0.169,0.063,0.111,0.025,0.033,0.048,0.12,146756656,서울 마포구 성미산로 190-31 지1층,0507-1368-2633,카이센 마제소바,"16,000원",카라이 미소 마제소바,"11,000원",카이센미소츠케멘,"12,000원",온소바,"10,000원"
연경 연희점,0.39,0.17,0.135,0.099,0.119,0,0,0.086,0,172172916,서울 서대문구 연희로 145,0507-1464-8934,,,,,,,,
홍정기참치,0.249,0.156,0.15,0.109,0.212,0.053,0.072,0,0,126060331,서울 마포구 동교로27길 47 2층,02-707-0110,흰살타르동,"16,000원",참치한판(2인)24pcs,"55,000원",레드스폐셜,"58,000원",블랙스폐셜,"75,000원"
제일곱창 홍대직영점,0.339,0.288,0.034,0.212,0,0.042,0.085,0,0,110866951,서울 마포구 와우산로21길 28-7 1층,0507-1379-7047,모둠구이 600g,"59,000원",한우곱창 250g,"27,000원",한우대창 250g,"27,000원",양깃머리 200g,"28,000원"
핑크솔트 숯불구이,0.361,0.159,0.05,0.146,0.179,0,0,0.105,0,126755693,서울 마포구 양화로 16 핑크솔트,0507-1399-3334,LA갈비 세트메뉴,"18,000원",한우 안심 1++(100g),변동,한우 등심 1++(100g),변동,한우 채끝 1++(100g),변동
문짱김밥,0.422,0.211,0.037,0.05,0.112,0.037,0.025,0.012,0.093,186000784,서울 마포구 양화로 57,,김치참치김밥,"4,000원",유부김밥,"3,500원",맘김밥,"3,000원",오징어채김밥,"4,000원"
홍대씨부엉,0.324,0.171,0.185,0.043,0.078,0.069,0.081,0.05,0,155315050,서울 마포구 와우산로21길 28-6,0507-1378-5253,씨볶이(2인이상주문),"12,000원",돈나짜장나(2인이상주문),"9,000원",미트볶이(2인이상주문),"8,000원",미트로제 즉석떡볶이(2인이상주문),"10,000원"
심야식당하스,0.49,0.238,0.162,0.033,0,0.038,0,0.038,0,3869304,서울 마포구 연희로1길 19,070-8888-0198,2인사시미,"38,000원",소고기타다끼,"15,000원",쯔꾸네,"11,000원",요세나베,"23,000원"
테이스티버거,0.382,0.122,0.142,0.056,0.112,0.024,0.047,0.036,0.079,193568302,서울 마포구 독막로 67-11 행운빌딩 1층,02-336-3034,테이스티버거,"8,800원",더블치즈버거,"12,500원",크라켄버거,"11,500원",에그마니버거,"8,800원"
지호한방삼계탕 합정점,0.485,0.14,0.06,0.062,0.102,0.044,0.077,0,0.029,1295880,서울 마포구 월드컵로 31 오벨리움 빌딩,02-333-8827,건강 한방삼계탕,"17,000원",미용 한방삼계탕,"17,000원",,,,
청운,0.381,0.15,0.036,0.064,0.069,0.128,0.092,0,0.081,3748947,서울 마포구 동교로 129 1층,050-7982-5405,차돌박이짬뽕(보통),"11,000원",차돌박이짬뽕(곱빼기),"12,000원",홍합짬뽕(보통),"10,000원",홍합짬뽕(곱빼기),"11,000원"
합정순대국,0.384,0.109,0.033,0.023,0.046,0.126,0.163,0,0.117,1879103,서울 마포구 양화로6길 14,02-325-3939,순댓국,"9,000원",특대,"11,500원",순대탕,"9,000원","머리고기, 술국 각 소","25,000원"
오프모먼트,0.435,0.226,0.173,0.054,0,0,0,0.113,0,119977473,서울 마포구 성지길 35 오프모먼트,010-9416-7634,꼬치류,변동,,,,,,
연덮,0.203,0.144,0.041,0.093,0.138,0.124,0.131,0.02,0.106,115227797,서울 마포구 동교로27길 82 연덮,070-8691-4648,제육 덮밥,"9,000원",우삼겹 숙주 덮밥,"10,000원",매콤 낙지 덮밥,"10,000원",육회덮밥,"10,000원"
수정옥돌생소금구이,0.391,0.183,0.098,0.05,0.08,0.128,0.07,0,0,1878289,서울 마포구 어울마당로 146-1,02-323-6292,소금구이 200g,"13,000원",삼겹살 200g,"13,000원",소갈비살 200g,"17,000원",차돌박이 200g,"16,000원"
둥지닭볶음탕,0.322,0.139,0.137,0.063,0.068,0.108,0.134,0.03,0,144081673,서울 마포구 와우산로29마길 16 둥지닭볶음탕 홍대점,070-4042-4602,[[꾸덕하고진한]]로제 찜닭(한마리),"28,000원",[[꾸덕하고진한]]로제 찜닭(한마리반),"38,000원","[시그니처메뉴]들깨둥지닭볶음탕(들깨닭볶음탕(중,한마리))","26,000원","[시그니처메뉴]들깨둥지닭볶음탕(들깨닭볶음탕(대,한마리반))","36,000원"
어라운드그린,0.291,0.128,0.206,0.043,0.17,0.028,0,0.05,0.085,174287401,서울 마포구 동교로 44-1 2층(합정동),0507-1480-9797,단호박스프,"6,000원",로제링귀니파스타/리조또,"13,000원",크리미버섯링귀니파스타/리조또,"13,000원",매콤토마토링귀니파스타,"12,000원"
섬,0.361,0.177,0,0.041,0.136,0.069,0.065,0.091,0.06,116339666,서울 마포구 동교로46길 42 2층 섬,0507-1339-4642,쭈우덮밥 정식,"11,900원",생연어덮밥 정식,"15,900원",꼬막비빔밥 정식,"11,900원",된장숙성보쌈정식,"11,900원"
김덕후의곱창조 홍대본점,0.365,0.225,0.043,0.033,0.049,0.195,0.091,0,0,3277939,서울 마포구 와우산로 51-9,070-7592-0590,무한리필,"26,800원",모듬구이,"14,900원",곱창,"15,900원",대창,"15,900원"
통통돼지뽈살,0.418,0.142,0.085,0.039,0.092,0.135,0.089,0,0,1987351,서울 마포구 어울마당로 126-1 1층및 지하층,0507-1387-0570,뽈살,"14,000원",삼겹살,"14,000원",항정살,"15,000원",소갈비살,"16,000원"
김씨육면,0.269,0.164,0.144,0.106,0.074,0.04,0.046,0.04,0.117,104888538,서울 마포구 독막로3길 28-7 1층,0507-1336-0313,"청돈육면(돼지고기,쌀국수)","9,900원",홍직화우삼겹쌀국수,"12,900원",레몬마요새우,"18,000원","돈육면(돼지고기,쌀국수)","8,900원"
정중한 라면,0.258,0.151,0.089,0.058,0.048,0.141,0.041,0.014,0.199,153059413,서울 마포구 와우산로29바길 20,0507-1485-2022,투움바 라면,"5,900원",된장라면,"5,500원",파채라면,"4,900원",육개장라면,"5,900원"
합정고깃집,0.34,0.202,0.034,0.064,0.136,0.193,0.032,0,0,3827688,서울 마포구 양화로1길 21,0507-1467-9283,꽃살,"23,000원",모듬B,"45,000원",생갈비살,"17,000원",양념갈비살,"17,000원"
슬런치 팩토리,0.285,0.096,0.224,0,0.157,0,0.041,0.163,0.035,2013960,서울 마포구 와우산로3길 38,02-6367-9870,모로칸샐러드&후무스&피타(VEGAN 비건),"19,000원",구운야채와 빈 앤 넛 샐러드(VEGAN 비건),"22,000원",그린 시금치 뇨끼 (VEGAN 비건),"23,000원",명란 투움바 파스타,"22,000원"
